"id","season","city","match_type","team1","team2","toss_winner","toss_decision","venue","team1_win_pct","team2_win_pct","venue_avg_score","winner"
1359513,"2023","Kolkata","League","Kolkata Knight Riders","Gujarat Titans","Gujarat Titans","field","Eden Gardens",52.19,62.22,166,"Gujarat Titans"
1359514,"2023","Delhi","League","Sunrisers Hyderabad","Delhi Capitals","Sunrisers Hyderabad","bat","Arun Jaitley Stadium",48.35,46.00,185,"Sunrisers Hyderabad"
1359515,"2023","Chennai","League","Chennai Super Kings","Punjab Kings","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,45.53,164,"Punjab Kings"
1359516,"2023","Mumbai","League","Rajasthan Royals","Mumbai Indians","Rajasthan Royals","bat","Wankhede Stadium",51.14,55.17,170,"Mumbai Indians"
1359517,"2023","Lucknow","League","Royal Challengers Bengaluru","Lucknow Super Giants","Royal Challengers Bengaluru","bat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",48.81,55.81,165,"Royal Challengers Bengaluru"
1359518,"2023","Ahmedabad","League","Delhi Capitals","Gujarat Titans","Delhi Capitals","bat","Narendra Modi Stadium, Ahmedabad",46.00,62.22,176,"Delhi Capitals"
1359520,"2023","Chandigarh","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Punjab Cricket Association IS Bindra Stadium",45.53,55.17,168,"Mumbai Indians"
1359521,"2023","Hyderabad","League","Kolkata Knight Riders","Sunrisers Hyderabad","Kolkata Knight Riders","bat","Rajiv Gandhi International Stadium",52.19,48.35,163,"Kolkata Knight Riders"
1359522,"2023","Jaipur","League","Rajasthan Royals","Gujarat Titans","Rajasthan Royals","bat","Sawai Mansingh Stadium",51.14,62.22,162,"Gujarat Titans"
1359523,"2023","Chennai","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",55.17,58.23,164,"Chennai Super Kings"
1359524,"2023","Delhi","League","Royal Challengers Bengaluru","Delhi Capitals","Royal Challengers Bengaluru","bat","Arun Jaitley Stadium",48.81,46.00,185,"Delhi Capitals"
1359525,"2023","Ahmedabad","League","Gujarat Titans","Lucknow Super Giants","Lucknow Super Giants","field","Narendra Modi Stadium, Ahmedabad",62.22,55.81,176,"Gujarat Titans"
1359526,"2023","Jaipur","League","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","bat","Sawai Mansingh Stadium",51.14,48.35,162,"Sunrisers Hyderabad"
1359527,"2023","Kolkata","League","Punjab Kings","Kolkata Knight Riders","Punjab Kings","bat","Eden Gardens",45.53,52.19,166,"Kolkata Knight Riders"
1359528,"2023","Mumbai","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.81,55.17,170,"Mumbai Indians"
1359529,"2023","Chennai","League","Chennai Super Kings","Delhi Capitals","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,46.00,164,"Chennai Super Kings"
1359530,"2023","Kolkata","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Eden Gardens",52.19,51.14,166,"Rajasthan Royals"
1359531,"2023","Mumbai","League","Mumbai Indians","Gujarat Titans","Gujarat Titans","field","Wankhede Stadium",55.17,62.22,170,"Mumbai Indians"
1359532,"2023","Hyderabad","League","Sunrisers Hyderabad","Lucknow Super Giants","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,55.81,163,"Lucknow Super Giants"
1359533,"2023","Delhi","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Arun Jaitley Stadium",45.53,46.00,185,"Punjab Kings"
1359534,"2023","Jaipur","League","Royal Challengers Bengaluru","Rajasthan Royals","Royal Challengers Bengaluru","bat","Sawai Mansingh Stadium",48.81,51.14,162,"Royal Challengers Bengaluru"
1359535,"2023","Chennai","League","Chennai Super Kings","Kolkata Knight Riders","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,52.19,164,"Kolkata Knight Riders"
1359536,"2023","Ahmedabad","League","Gujarat Titans","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Narendra Modi Stadium, Ahmedabad",62.22,48.35,176,"Gujarat Titans"
1359537,"2023","Lucknow","League","Lucknow Super Giants","Mumbai Indians","Mumbai Indians","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,55.17,165,"Lucknow Super Giants"
1359538,"2023","Dharamsala","League","Delhi Capitals","Punjab Kings","Punjab Kings","field","Himachal Pradesh Cricket Association Stadium",46.00,45.53,184,"Delhi Capitals"
1359539,"2023","Hyderabad","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Rajiv Gandhi International Stadium",48.35,48.81,163,"Royal Challengers Bengaluru"
1359540,"2023","Dharamsala","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Himachal Pradesh Cricket Association Stadium",45.53,51.14,184,"Rajasthan Royals"
1359541,"2023","Delhi","League","Chennai Super Kings","Delhi Capitals","Chennai Super Kings","bat","Arun Jaitley Stadium",58.23,46.00,185,"Chennai Super Kings"
1359542,"2023","Kolkata","League","Lucknow Super Giants","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",55.81,52.19,166,"Lucknow Super Giants"
1359543,"2023","Mumbai","League","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.35,55.17,170,"Mumbai Indians"
1359544,"2023","Bengaluru","League","Royal Challengers Bengaluru","Gujarat Titans","Gujarat Titans","field","M Chinnaswamy Stadium",48.81,62.22,173,"Gujarat Titans"
1370350,"2023","Chennai","Qualifier 1","Chennai Super Kings","Gujarat Titans","Gujarat Titans","field","MA Chidambaram Stadium",58.23,62.22,164,"Chennai Super Kings"
1370351,"2023","Chennai","Eliminator","Mumbai Indians","Lucknow Super Giants","Mumbai Indians","bat","MA Chidambaram Stadium",55.17,55.81,164,"Mumbai Indians"
1370352,"2023","Ahmedabad","Qualifier 2","Gujarat Titans","Mumbai Indians","Mumbai Indians","field","Narendra Modi Stadium, Ahmedabad",62.22,55.17,176,"Gujarat Titans"
1370353,"2023","Ahmedabad","Final","Gujarat Titans","Chennai Super Kings","Chennai Super Kings","field","Narendra Modi Stadium, Ahmedabad",62.22,58.23,176,"Chennai Super Kings"
1422119,"2024","Chennai","League","Royal Challengers Bengaluru","Chennai Super Kings","Royal Challengers Bengaluru","bat","MA Chidambaram Stadium",48.81,58.23,164,"Chennai Super Kings"
1422120,"2024","Mohali","League","Delhi Capitals","Punjab Kings","Punjab Kings","field","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",46.00,45.53,167,"Punjab Kings"
1422121,"2024","Kolkata","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Eden Gardens",52.19,48.35,166,"Kolkata Knight Riders"
1422122,"2024","Jaipur","League","Rajasthan Royals","Lucknow Super Giants","Rajasthan Royals","bat","Sawai Mansingh Stadium",51.14,55.81,162,"Rajasthan Royals"
1422123,"2024","Ahmedabad","League","Gujarat Titans","Mumbai Indians","Mumbai Indians","field","Narendra Modi Stadium, Ahmedabad",62.22,55.17,176,"Gujarat Titans"
1422124,"2024","Bengaluru","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",45.53,48.81,173,"Royal Challengers Bengaluru"
1422125,"2024","Chennai","League","Chennai Super Kings","Gujarat Titans","Gujarat Titans","field","MA Chidambaram Stadium",58.23,62.22,164,"Chennai Super Kings"
1422126,"2024","Hyderabad","League","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","Rajiv Gandhi International Stadium",48.35,55.17,163,"Sunrisers Hyderabad"
1422127,"2024","Jaipur","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Sawai Mansingh Stadium",51.14,46.00,162,"Rajasthan Royals"
1422128,"2024","Bengaluru","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","M Chinnaswamy Stadium",48.81,52.19,173,"Kolkata Knight Riders"
1422129,"2024","Lucknow","League","Lucknow Super Giants","Punjab Kings","Lucknow Super Giants","bat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,45.53,165,"Lucknow Super Giants"
1422130,"2024","Ahmedabad","League","Sunrisers Hyderabad","Gujarat Titans","Sunrisers Hyderabad","bat","Narendra Modi Stadium, Ahmedabad",48.35,62.22,176,"Gujarat Titans"
1422131,"2024","Visakhapatnam","League","Delhi Capitals","Chennai Super Kings","Delhi Capitals","bat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",46.00,58.23,167,"Delhi Capitals"
1422132,"2024","Mumbai","League","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",55.17,51.14,170,"Rajasthan Royals"
1422133,"2024","Bengaluru","League","Lucknow Super Giants","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",55.81,48.81,173,"Lucknow Super Giants"
1422134,"2024","Visakhapatnam","League","Kolkata Knight Riders","Delhi Capitals","Kolkata Knight Riders","bat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",52.19,46.00,167,"Kolkata Knight Riders"
1422135,"2024","Ahmedabad","League","Gujarat Titans","Punjab Kings","Punjab Kings","field","Narendra Modi Stadium, Ahmedabad",62.22,45.53,176,"Punjab Kings"
1422136,"2024","Hyderabad","League","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",58.23,48.35,163,"Sunrisers Hyderabad"
1422137,"2024","Jaipur","League","Royal Challengers Bengaluru","Rajasthan Royals","Rajasthan Royals","field","Sawai Mansingh Stadium",48.81,51.14,162,"Rajasthan Royals"
1422138,"2024","Mumbai","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",55.17,46.00,170,"Mumbai Indians"
1422139,"2024","Lucknow","League","Lucknow Super Giants","Gujarat Titans","Lucknow Super Giants","bat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,62.22,165,"Lucknow Super Giants"
1426260,"2024","Chennai","League","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",52.19,58.23,164,"Chennai Super Kings"
1426261,"2024","Mohali","League","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","field","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",48.35,45.53,167,"Sunrisers Hyderabad"
1426262,"2024","Jaipur","League","Rajasthan Royals","Gujarat Titans","Gujarat Titans","field","Sawai Mansingh Stadium",51.14,62.22,162,"Gujarat Titans"
1426263,"2024","Mumbai","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.81,55.17,170,"Mumbai Indians"
1426264,"2024","Lucknow","League","Lucknow Super Giants","Delhi Capitals","Lucknow Super Giants","bat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,46.00,165,"Delhi Capitals"
1426265,"2024","Mohali","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",45.53,51.14,167,"Rajasthan Royals"
1426266,"2024","Kolkata","League","Lucknow Super Giants","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",55.81,52.19,166,"Kolkata Knight Riders"
1426267,"2024","Mumbai","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",58.23,55.17,170,"Chennai Super Kings"
1426268,"2024","Bengaluru","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.35,48.81,173,"Sunrisers Hyderabad"
1426269,"2024","Kolkata","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Eden Gardens",52.19,51.14,166,"Rajasthan Royals"
1426270,"2024","Ahmedabad","League","Gujarat Titans","Delhi Capitals","Delhi Capitals","field","Narendra Modi Stadium, Ahmedabad",62.22,46.00,176,"Delhi Capitals"
1426271,"2024","Mohali","League","Mumbai Indians","Punjab Kings","Punjab Kings","field","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",55.17,45.53,167,"Mumbai Indians"
1426272,"2024","Lucknow","League","Chennai Super Kings","Lucknow Super Giants","Lucknow Super Giants","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",58.23,55.81,165,"Lucknow Super Giants"
1426273,"2024","Delhi","League","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","Arun Jaitley Stadium",48.35,46.00,185,"Sunrisers Hyderabad"
1426274,"2024","Kolkata","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Eden Gardens",52.19,48.81,166,"Kolkata Knight Riders"
1426275,"2024","Mohali","League","Punjab Kings","Gujarat Titans","Punjab Kings","bat","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",45.53,62.22,167,"Gujarat Titans"
1426276,"2024","Jaipur","League","Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","Sawai Mansingh Stadium",55.17,51.14,162,"Rajasthan Royals"
1426277,"2024","Chennai","League","Chennai Super Kings","Lucknow Super Giants","Lucknow Super Giants","field","MA Chidambaram Stadium",58.23,55.81,164,"Lucknow Super Giants"
1426278,"2024","Delhi","League","Delhi Capitals","Gujarat Titans","Gujarat Titans","field","Arun Jaitley Stadium",46.00,62.22,185,"Delhi Capitals"
1426279,"2024","Hyderabad","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Royal Challengers Bengaluru","bat","Rajiv Gandhi International Stadium",48.81,48.35,163,"Royal Challengers Bengaluru"
1426280,"2024","Kolkata","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Eden Gardens",52.19,45.53,166,"Punjab Kings"
1426281,"2024","Delhi","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Arun Jaitley Stadium",46.00,55.17,185,"Delhi Capitals"
1426282,"2024","Lucknow","League","Lucknow Super Giants","Rajasthan Royals","Rajasthan Royals","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,51.14,165,"Rajasthan Royals"
1426283,"2024","Ahmedabad","League","Gujarat Titans","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Narendra Modi Stadium, Ahmedabad",62.22,48.81,176,"Royal Challengers Bengaluru"
1426284,"2024","Chennai","League","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","MA Chidambaram Stadium",58.23,48.35,164,"Chennai Super Kings"
1426285,"2024","Kolkata","League","Delhi Capitals","Kolkata Knight Riders","Delhi Capitals","bat","Eden Gardens",46.00,52.19,166,"Kolkata Knight Riders"
1426286,"2024","Lucknow","League","Mumbai Indians","Lucknow Super Giants","Lucknow Super Giants","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.17,55.81,165,"Lucknow Super Giants"
1426287,"2024","Chennai","League","Chennai Super Kings","Punjab Kings","Punjab Kings","field","MA Chidambaram Stadium",58.23,45.53,164,"Punjab Kings"
1426288,"2024","Hyderabad","League","Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","bat","Rajiv Gandhi International Stadium",48.35,51.14,163,"Sunrisers Hyderabad"
1426289,"2024","Mumbai","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",52.19,55.17,170,"Kolkata Knight Riders"
1426290,"2024","Bengaluru","League","Gujarat Titans","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",62.22,48.81,173,"Royal Challengers Bengaluru"
1426291,"2024","Dharamsala","League","Chennai Super Kings","Punjab Kings","Punjab Kings","field","Himachal Pradesh Cricket Association Stadium",58.23,45.53,184,"Chennai Super Kings"
1426292,"2024","Lucknow","League","Kolkata Knight Riders","Lucknow Super Giants","Lucknow Super Giants","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",52.19,55.81,165,"Kolkata Knight Riders"
1426293,"2024","Mumbai","League","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.35,55.17,170,"Mumbai Indians"
1426294,"2024","Delhi","League","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Arun Jaitley Stadium",46.00,51.14,185,"Delhi Capitals"
1426295,"2024","Hyderabad","League","Lucknow Super Giants","Sunrisers Hyderabad","Lucknow Super Giants","bat","Rajiv Gandhi International Stadium",55.81,48.35,163,"Sunrisers Hyderabad"
1426296,"2024","Dharamsala","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","field","Himachal Pradesh Cricket Association Stadium",48.81,45.53,184,"Royal Challengers Bengaluru"
1426297,"2024","Ahmedabad","League","Gujarat Titans","Chennai Super Kings","Chennai Super Kings","field","Narendra Modi Stadium, Ahmedabad",62.22,58.23,176,"Gujarat Titans"
1426298,"2024","Kolkata","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Eden Gardens",52.19,55.17,166,"Kolkata Knight Riders"
1426299,"2024","Chennai","League","Rajasthan Royals","Chennai Super Kings","Rajasthan Royals","bat","MA Chidambaram Stadium",51.14,58.23,164,"Chennai Super Kings"
1426300,"2024","Bengaluru","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","M Chinnaswamy Stadium",48.81,46.00,173,"Royal Challengers Bengaluru"
1426302,"2024","Delhi","League","Delhi Capitals","Lucknow Super Giants","Lucknow Super Giants","field","Arun Jaitley Stadium",46.00,55.81,185,"Delhi Capitals"
1426303,"2024","Guwahati","League","Rajasthan Royals","Punjab Kings","Rajasthan Royals","bat","Barsapara Cricket Stadium, Guwahati",51.14,45.53,180,"Punjab Kings"
1426305,"2024","Mumbai","League","Lucknow Super Giants","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",55.81,55.17,170,"Lucknow Super Giants"
1426306,"2024","Bengaluru","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","M Chinnaswamy Stadium",48.81,58.23,173,"Royal Challengers Bengaluru"
1426307,"2024","Hyderabad","League","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","bat","Rajiv Gandhi International Stadium",45.53,48.35,163,"Sunrisers Hyderabad"
1426309,"2024","Ahmedabad","Qualifier 1","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","Narendra Modi Stadium, Ahmedabad",48.35,52.19,176,"Kolkata Knight Riders"
1426310,"2024","Ahmedabad","Eliminator","Royal Challengers Bengaluru","Rajasthan Royals","Rajasthan Royals","field","Narendra Modi Stadium, Ahmedabad",48.81,51.14,176,"Rajasthan Royals"
